Nom_du_levé;Coordonnées;aif;air_proteges;dpl;dpm;enregistrement individuel;litige;parcelles;restriction;tf_demembres;tf_en_cours;tf_etat;titre_reconstitue;zone_inondable
leve1-1758851013062.jpg;"[{""x"":427484.52,""y"":704121.76},{""x"":427498.33,""y"":704118.81},{""x"":427493.17,""y"":704094.38},{""x"":427479.46,""y"":704097.27}]";NON;NON;NON;NON;NON;NON;NON;NON;NON;NON;NON;NON;NON
